Company or Institution Name,Compensation - Overtime Pay,[Optional] Briefly describe your position,Timestamp,Compensation - Most recent annual yearly raise (%),Compensation - Retirement Benefits (free text),Compensation - Healthcare Benefits (free text),Company Detail - Approximate Company Size,Company Details - public/private/start-up/ subsidiary of ,Compensation - Annual Base Salary/Pay,Compensation - Sign on Bonus Value,What country do you work in?,Where is the closest major city or hub?,List other relevant and recognized certifications,[Optional] Company Review,Compensation - Annual Target Bonus ($),Biotech sub industry?,Role / Title of current position,Years of Experience,What degrees do you have?,What degrees do you have? ,Compensation - Stock Options,Survey Feedback,Compensation - Annual Equity/Stock Option,Compensation - Annual Equity,Compensation - Retirement Percent Match (free text),Highest achieved Formal Education,[OPTIONAL] Sign on - Relocation Assistance Total Value,Where are you located?,Compensation - Sign on Stock/Equity Options,"[Optional] Work Life Balance - On average, how many hours do you work per week",Year,Hub Mapped,Hub Count,Hub Rank
Prefer not to say,N/A (no overtime/salaried),"Manage laboratory inventory, maintenance and safety for both open laboratory space and Vivarium. Routinely conducts in vivo experiments as needed.",2024-01-01,3%,4.50%,United Healthcare ,200-1000,Public,140000.0,0,USA ,Bay Area,None,,10000,Big Pharmaceuticals,Laboratory Manager,10,Bachelors or Equivalent,"","","","","","","","","","","",2024,Bay Area,251,1921.0
vertex pharmaceuticals ,N/A (no overtime/salaried),Manage 6 scientists and lead a program ,2024-01-01,4,4.5% match ,"1k to flexible spending account, PPO or HMO plans, both superb coverage - low out of pocket max both in and out of network. No deductible in PPO. HSA contributions if you pick HMO. Dental, vision available. Health PPO is around 450 a month for family of 4. ",5000+,Public,224000.0,0,United States,Boston,None,,50000,Big Pharmaceuticals,Director ,12,PhD or Equivalent,"","","","","","","","","","","",2024,Boston/Cambridge,385,1603.0
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,10%,,,5000+,Public,236000.0,30000,United States,Philadelphia,None,,20%,Big Pharmaceuticals,"Director, Medical Affairs",10,PhD or Equivalent,"","","","","","","","","","","",2024,Philadelphia,65,2195.0
Amgen,N/A (no overtime/salaried),Pivotal process development for synthetic oral dosage forms.,2024-01-01,3%,,,5000+,Private,130000.0,0,United States ,LA,None,,20000,Big Pharmaceuticals,Senior scientist,5,PhD or Equivalent,"","","","","","","","","","","",2024,Los Angeles,39,2412.0
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,Have not been long enough to have an annual yearly raise,2% match,"All available, 70 percent covered for employee and 50 percent covered for dependents ",200-1000,Public,153000.0,7500,USA,San Diego,None,,15300,Industrial Biotech,Staff Scientist,6,PhD or Equivalent,"","","","","","","","","","","",2024,San Diego,116,2104.5
Prefer not to say,N/A (no overtime/salaried),Project Manager,2024-01-01,4.50%,6%,,5000+,Public,175000.0,10000,United States,Boston,PMP,,28000,Big Pharmaceuticals,Associate Director,8,PhD or Equivalent,"","","","","","","","","","","",2024,Boston/Cambridge,385,1603.0
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,Have not been long enough to have an annual yearly raise,6%,,200-1000,Private,72000.0,2500,Canada,Vancouver,None,I love working here,7200,Big Pharmaceuticals,Research Associate II,3,Masters or Equivalent,"","","","","","","","","","","",2024,Vancouver,5,2569.0
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,Have not been long enough to have an annual yearly raise,5%,100% paid healthcare benefits ,200-1000,Public,280000.0,0,United States,San Francisco,RN,B+,"70,000",Biotech ,Senior Director Clinical Operations ,20,Bachelors or Equivalent,"","","","","","","","","","","",2024,Bay Area,251,1921.0
Prefer not to say,N/A (no overtime/salaried),Clinical testing/immunoassays,2024-01-01,4,,,5000+,Public,70000.0,0,United States,Nyc,None,,8000,Big Pharmaceuticals,Associate scientist ,4,Bachelors or Equivalent,"","","","","","","","","","","",2024,New York,48,2368.5
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,Company/Institution does not have annual yearly raise,,,1000-5000,Public,200000.0,0,USA ,Boston,None,,30000,Big Pharmaceuticals,Associate Director,14,PhD or Equivalent,"","","","","","","","","","","",2024,Boston/Cambridge,385,1603.0
AstraZeneca,N/A (no overtime/salaried),,2024-01-01,3.5,401k 6%,Premium Healthcare Plan,5000+,Public,122000.0,0,United States,Boston,None,,29000,Big Pharmaceuticals,Sr. Scientist ,1,PhD or Equivalent,"","","","","","","","","","","",2024,Boston/Cambridge,385,1603.0
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,Company/Institution does not have annual yearly raise,,,50-200,Public,180000.0,0,United States,Boston,None,,22000,Industrial Biotech,Director,10,PhD or Equivalent,"","","","","","","","","","","",2024,Boston/Cambridge,385,1603.0
Novavax,N/A (no overtime/salaried),Mass Spec Analytical Development ,2024-01-01,4.5,4.5% 401k  match,"$1200/yr, no deductible, everything is covered, pay nothing except $20 for specialist visit. Dental care is cheap for coverage but procedures cost more. ",200-1000,Public,115000.0,0,US,Washington DC,None,8/10,17250,Industrial Biotech,Scientist II,4,Bachelors or Equivalent,"","","","","","","","","","","",2024,Baltimore/D.C./Maryland,22,2442.5
Prefer not to say,N/A (no overtime/salaried),R&D bench Scientist - molecular biology ,2024-01-01,Have not been long enough to have an annual yearly raise,Up to 5% 401k match ,HMO with HSA (no contribution from employer) or PPO (new),200-1000,Public,91000.0,0,USA ,Boulder,None,,Not Applicable/None,Mid-size biotech,Scientist I,2,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Thermo Fisher,N/A (no overtime/salaried),,2024-01-01,2%,6% 401K match,-,5000+,Public,69500.0,0,United States,Bay Area,None,,6%,Contract Manufacturing Organization,Engineer/Scientist 1,1,Bachelors or Equivalent,"","","","","","","","","","","",2024,Bay Area,251,1921.0
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,12,,,1000-5000,Private,160000.0,0,USA,New York City,None,,Not Applicable/None,Industrial Biotech,R&D Lead,7,PhD or Equivalent,"","","","","","","","","","","",2024,New York,48,2368.5
Prefer not to say,N/A (no overtime/salaried),"Manage 35+ in office medical affairs staff (medical communications, cross function)",2024-01-01,3,Full match to 6%,Standarx,5000+,Public,350000.0,100000,USA ,Boston,None,,100000,Big Pharmaceuticals,"Executive Director, Medical Affairs",17,PhD or Equivalent,"","","","","","","","","","","",2024,Boston/Cambridge,385,1603.0
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,4,,,5000+,Public,133000.0,0,United States,Philadelphia,None,,17000,Big Pharmaceuticals,Sr. Scientist ,3,PhD or Equivalent,"","","","","","","","","","","",2024,Philadelphia,65,2195.0
Prefer not to say,N/A (no overtime/salaried),Process development for pharmaceuticals,2024-01-01,3,"401k match, up to 11% match",Good health benefits,5000+,Public,115000.0,0,United States,Philadelphia,None,,15000,Big Pharmaceuticals,Sr. Scientist,2,PhD or Equivalent,"","","","","","","","","","","",2024,Philadelphia,65,2195.0
Intertek,"1.5x weekday, 2x weekends",,2024-01-01,2%,3%,None,50-200,Private,40000.0,0,United Kingdom,Manchester,None,,Not Applicable/None,Contract Research Organization,Project Manager (study director),5,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,Have not been long enough to have an annual yearly raise,,,50-200,Private,163500.0,0,USA,Bay Area,None,,Not Applicable/None,Medical/Health Devices,Sr Research Engineer,6,Masters or Equivalent,"","","","","","","","","","","",2024,Bay Area,251,1921.0
Biogen,N/A (no overtime/salaried),,2024-01-01,4.50%,6% 401k match,,5000+,Public,185000.0,0,United States,Boston,None,,37000,Big Pharmaceuticals,Associate Director,5,PhD or Equivalent,"","","","","","","","","","","",2024,Boston/Cambridge,385,1603.0
Prefer not to say,N/A (no overtime/salaried),Cell based AD,2024-01-01,4,3,,50-200,Start-up,104000.0,5000,USA,Houston,None,,10-12%,Big Pharmaceuticals,Scientist ,3,PhD or Equivalent,"","","","","","","","","","","",2024,Houston,14,2517.5
Prefer not to say,N/A (no overtime/salaried),Manage clinical assay and software development,2024-01-01,5000,4% 401k match,,200-1000,Private,175000.0,0,United States of America,Salt Lake City,None,Disorganized at the institutional level and disagree with hiring/firing practices. Team culture is good.,17500,Genetic Testing,Senior Bioinformatics Scientist,5,PhD or Equivalent,"","","","","","","","","","","",2024,Salt Lake City,7,2545.0
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,Have not been long enough to have an annual yearly raise,6%,2k HSA every year,1-50,Start-up,100000.0,0,USA,BOSTON,None,,10%,Industrial Biotech,Senior Associate Scientist,1,Masters or Equivalent,"","","","","","","","","","","",2024,Boston/Cambridge,385,1603.0
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,5%,6% match,,1000-5000,Public,210000.0,10000,United States,Washington DC,None,,50000,Vaccines,"Director, Finance",20,Masters or Equivalent,"","","","","","","","","","","",2024,Baltimore/D.C./Maryland,22,2442.5
Prefer not to say,N/A (no overtime/salaried),Automation scientist,2024-01-01,Company/Institution does not have annual yearly raise,4% match for 401K,,50-200,Private,115000.0,0,United States,Research Triangle,None,,12.50%,Industrial Biotech,Principal Associate Scientist,5,Bachelors or Equivalent,"","","","","","","","","","","",2024,Research Triangle,61,2258.0
Prefer not to say,N/A (no overtime/salaried),Manage a $10M product portfolio with 40 skus ,2024-01-01,5%,,,5000+,Public,150000.0,0,United States,Atlanta,None,,"$15,000",Biotech Equipment,Product Manager,13,PhD or Equivalent,"","","","","","","","","","","",2024,Atlanta,2,2588.5
Prefer not to say,1x hourly ,,2024-01-01,Have not been long enough to have an annual yearly raise,0,,200-1000,Private,135000.0,0,USA,Boston,None,,Not Applicable/None,Contract Manufacturing Organization, Validation Engineering Consultant,3,Masters or Equivalent,"","","","","","","","","","","",2024,Boston/Cambridge,385,1603.0
UCSD,N/A (no overtime/salaried),,2024-01-01,Have not been long enough to have an annual yearly raise,,,5000+,Academia/College/Universities,70000.0,0,United States,San Diego,None,,Not Applicable/None,Academia/Research/Institution,SRA2,3,Masters or Equivalent,"","","","","","","","","","","",2024,San Diego,116,2104.5
Prefer not to say,N/A (no overtime/salaried),Manage preclinical testing and modeling of drugs in pipeline ,2024-01-01,3%,401k 4% match ,Average hmo healthcare plan,200-1000,Public,128000.0,0,United States,Denver,None,Great so far ,10%,Big Pharmaceuticals,Sr. Scientist,4,PhD or Equivalent,"","","","","","","","","","","",2024,Denver,10,2529.5
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,Have not been long enough to have an annual yearly raise,,,1-50,Start-up,130000.0,8000,US,Bay Area,None,,15600,Industrial Biotech,Scientist,1,PhD or Equivalent,"","","","","","","","","","","",2024,Bay Area,251,1921.0
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,4.50%,401k match 200% of 3%,,50-200,Public,185000.0,10000,United States,Boston,None,,37000,Industrial Biotech,"Associate Director, Analytical Development",17,Masters or Equivalent,"","","","","","","","","","","",2024,Boston/Cambridge,385,1603.0
Prefer not to say,N/A (no overtime/salaried),Biomarkers ,2024-01-01,Have not been long enough to have an annual yearly raise,4% match,Premiums fully covered for me + family,200-1000,Public,170000.0,0,US,Philadelphia,None,,25500,Small pharma ,Principal scientist ,7,PhD or Equivalent,"","","","","","","","","","","",2024,Philadelphia,65,2195.0
Pfizer,N/A (no overtime/salaried),,2024-01-01,Have not been long enough to have an annual yearly raise,"401k full match first 3%, half match next 3%",Low cost health plans through united or BCBS; $750/$1500 individual/family annual HSA contribution,5000+,Private,100000.0,5000,USA,Boston,None,,7500,Big Pharmaceuticals,Scientist,4,Masters or Equivalent,"","","","","","","","","","","",2024,Boston/Cambridge,385,1603.0
Pfizer,N/A (no overtime/salaried),Sr. Scientist - develop bioprocesses for the production of small molecule APIs,2024-01-01,5,,,5000+,Private,96000.0,0,United States,Detroit,None,,11000,Big Pharmaceuticals,Sr. Scientist ,6,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Arbor Bio,N/A (no overtime/salaried),,2024-01-01,2.5,3% Match 401K,,50-200,Start-up,82000.0,0,United States,Boston,None,,6000,Genome Editing,Research Associate ,4,Bachelors or Equivalent,"","","","","","","","","","","",2024,Boston/Cambridge,385,1603.0
Prefer not to say,N/A (no overtime/salaried),Junior regulatory medical writer,2024-01-01,Company/Institution does not have annual yearly raise,0,"$1,400/mo family BCBS PPO with no deductible",50-200,Private,110000.0,0,United States,Kansas City,None,,Not Applicable/None,Contract Research Organization,Medical Writer I,2,Masters or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,5%,No 401k match,,50-200,Start-up,162500.0,10000,United States,New York,None,Overall happy - hard to tell if the company is doing well though ,17000,Contract Research Organization,Associate Director ,4,PhD or Equivalent,"","","","","","","","","","","",2024,New York,48,2368.5
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,Have not been long enough to have an annual yearly raise,"3% match, 50% of next three percent.",,200-1000,Public,125000.0,0,US,Boston,None,Good :),15%,Biotech,Scientist 1,7,Masters or Equivalent,"","","","","","","","","","","",2024,Boston/Cambridge,385,1603.0
Prefer not to say,N/A (no overtime/salaried),,2024-01-01,3.5,6% 401k match,$500 hsa contribution,5000+,Public,84000.0,0,United States,Research Triangle,None,,6700,Big Pharmaceuticals,Engineer II,3,Bachelors or Equivalent,"","","","","","","","","","","",2024,Research Triangle,61,2258.0
Prefer not to say,N/A (no overtime/salaried),Protein sciences. Protein purification ,2024-01-01,Have not been long enough to have an annual yearly raise,None,Covered,1-50,Start-up,110000.0,0,United states,Bay area,None,,Not Applicable/None,Industrial Biotech,Sr. Research Associate ,2,Masters or Equivalent,"","","","","","","","","","","",2024,Bay Area,251,1921.0
Thermofisher ,N/A (no overtime/salaried),,2024-01-01,3%,6% 401k match ,,5000+,Public,138000.0,0,United States ,Indianapolis,None,,"20,700",Contract Manufacturing Organization,Senior clinical supply chain manager,19,Bachelors or Equivalent,"","","","","","","","","","","",2024,Indianapolis,7,2545.0
Prefer not to say,15% shift differential,,2024-01-01,Have not been long enough to have an annual yearly raise,,,1000-5000,Public,125000.0,20000,United States,Boston,None,,13%,Big Pharmaceuticals,Engineer III,6,Bachelors or Equivalent,"","","","","","","","","","","",2024,Boston/Cambridge,385,1603.0
Merck,Comp time,,2024-01-01,4.50%,,~300 a month for family health/dental/vision,5000+,Public,92000.0,0,United States,Philadelphia,None,,10%,Big Pharmaceuticals,Specialist - Engineering ,6,Bachelors or Equivalent,"","","","","","","","","","","",2024,Philadelphia,65,2195.0
Prefer not to say,N/A (no overtime/salaried),Downstream mfg team lead,2024-01-01,Company/Institution does not have annual yearly raise,,,50-200,Start-up,88000.0,0,USA,Bay Area,None,,Not Applicable/None,Food,Team Lead,3,Bachelors or Equivalent,"","","","","","","","","","","",2024,Bay Area,251,1921.0
Prefer not to say,N/A (no overtime/salaried),,2024-01-02,Have not been long enough to have an annual yearly raise,5% match,,50-200,Private,185000.0,0,Usa,Bay Area,None,,37000,Industrial Biotech,Principal Scientist ,7,PhD or Equivalent,"","","","","","","","","","","",2024,Bay Area,251,1921.0
Prefer not to say,N/A (no overtime/salaried),Scientist equivalent level. Manage RA/SRA/AS. Process Development. Subject matter expert. ,2024-01-02,4,,,200-1000,Public,132000.0,30000,United States,San diego,None,,19800,Industrial Biotech,Manager ,9,Bachelors or Equivalent,"","","","","","","","","","","",2024,,1410,705.5
